"id","accounting_method","actual_completion_date","approval_letter_date","approved_change_orders","contract_date","contract_start_date","contract_estimated_completion_date","created_at","custom_fields","deleted_at","description","exclusions","executed","execution_date","grand_total","inclusions","issued_on_date","letter_of_intent_date","number","origin_data","origin_code","origin_id","pending_change_orders","pending_revised_contract","percentage_paid","private","remaining_balance_outstanding","requisitions_are_enabled","retainage_percent","returned_date","revised_contract","signed_contract_received_date","status","title","total_draw_requests_amount","total_payments","total_requisitions_amount","updated_at","vendor_id","vendor_company","infoJson","ProjectID","DateUpdated","custom_fields_v2","CompanyID"
6334422,amount,,,2000.00,,,,2021-03-08 15:09:21.000,,,,,false,,19168.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""POBSI010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":19168.0,""SCMST_DATE"":""2019","118241-01","118241-38755550",0.00,21168.00,100.00,true,0.00,true,0.00,,21168.00,,Approved,"118241 - Signage",0.00,21168.00,2000.00,2021-07-20 14:12:05.000,16747635,POBLOCKI SIGN CO INC,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334429,amount,,,0.00,,,,2021-03-08 15:09:43.000,,,,,false,,13392.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""PREDI010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":13392.0,""SCMST_DATE"":""2019","118241-01","118241-35846470",0.00,13392.00,100.00,true,0.00,true,0.00,,13392.00,,Approved,"118241 - Toilet Partitions & Accessories",0.00,13392.00,0.00,2021-07-20 14:12:07.000,16748343,PRESTIGE DISTRIBUTION INC *,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334431,amount,,,152047.30,,,,2021-03-08 15:09:51.000,,,,,false,,2399621.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""PROEL010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":2399621.0,""SCMST_DATE"":""2018-12-04T00:00:00"",""SCMST_NAME"":""118241 - Electrical"",""SCMST_CONTACT_CODE"":""DR"",""SCMST_ORASEQ"":""32201935"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2019-02-01T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""279117"",""SCMST_CONT_TYPE"":""Subcontract""}}","118241-01","118241-32201935",0.00,2551668.30,100.00,true,0.00,true,0.00,,2551668.30,,Approved,"118241 - Electrical",0.00,2551668.30,152047.30,2023-03-30 14:56:01.000,16741620,PROARC ELECTRICAL CONSTRUCTION CO *,,1121649,2023-03-31 12:23:36.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_297411"":{""data_type"":""decimal"",""value"":null},""custom_field_300357"":{""data_type"":""decimal"",""value"":null},""custom_field_303761"":{""data_type"":""boolean"",""value"":null},""custom_field_303762"":{""data_type"":""lov_entry"",""value"":null},""custom_field_311650"":{""data_type"":""lov_entries"",""value"":[]},""custom_field_311651"":{""data_type"":""lov_entries"",""value"":[]}}",11109
6334464,amount,,,128000.00,,,,2021-03-08 15:12:01.000,,,,,false,,106500.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""QUAEX010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":106500.0,""SCMST_DATE"":""201","118241-01","118241-32275463",0.00,234500.00,100.00,true,0.00,true,0.00,,234500.00,,Approved,"118241 - Excavation",0.00,234500.00,128000.00,2021-07-20 14:12:31.000,16752361,QUALITY EXCAVATION INC,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334473,amount,,,122938.00,,,,2021-03-08 15:13:15.000,,,,,false,,946000.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""RGCON010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":946000.0,""SCMST_DATE"":""2018-12-10T00:00:00"",""SCMST_NAME"":""118241 - Drywall"",""SCMST_CONTACT_CODE"":""CD"",""SCMST_ORASEQ"":""32321021"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2019-02-12T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""280085"",""SCMST_CONT_TYPE"":""Subcontract""}}","118241-01","118241-32321021",0.00,1068938.00,100.00,true,0.00,true,0.00,,1068938.00,,Approved,"118241 - Drywall",0.00,1068938.00,122938.00,2023-03-30 14:56:01.000,16743284,R G CONSTRUCTION SERVICES INC *,,1121649,2023-03-31 12:23:36.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_297411"":{""data_type"":""decimal"",""value"":null},""custom_field_300357"":{""data_type"":""decimal"",""value"":null},""custom_field_303761"":{""data_type"":""boolean"",""value"":null},""custom_field_303762"":{""data_type"":""lov_entry"",""value"":null},""custom_field_311650"":{""data_type"":""lov_entries"",""value"":[]},""custom_field_311651"":{""data_type"":""lov_entries"",""value"":[]}}",11109
6334485,amount,,,0.00,,,,2021-03-08 15:14:10.000,,,,,false,,362100.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""THAFO010"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":362100.0,""SCMST_DATE"":""201","118241-01","118241-32320862",0.00,362100.00,100.00,true,0.00,true,0.00,,362100.00,,Approved,"118241 - Micropiles",0.00,362100.00,0.00,2021-07-20 14:12:41.000,16747315,THATCHER FOUNDATIONS INC,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334487,amount,,,3292.96,,,,2021-03-08 15:14:19.000,,,,,false,,62000.00,,,,"118241-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""WILIN020"",""SCMST_CONT_CODE"":""118241-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":62000.0,""SCMST_DATE"":""2019","118241-01","118241-33722132",0.00,65292.96,100.00,true,0.00,true,0.00,,65292.96,,Approved,"118241 - Spray Insulations",0.00,65292.96,3292.96,2021-07-20 14:12:44.000,16740048,WILKIN INSULATION CO,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334494,amount,,,24310.00,,,,2021-03-08 15:14:45.000,,,,,false,,136800.00,,,,"118241-02","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BLOIR010"",""SCMST_CONT_CODE"":""118241-02"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":136800.0,""SCMST_DATE"":""201","118241-02","118241-32794386",0.00,161110.00,100.00,true,0.00,true,0.00,,161110.00,,Approved,"118241 - Doors, Frames, HW",0.00,161110.00,24310.00,2021-07-20 14:12:49.000,16792722,BLOCK IRON & SUPPLY CO INC,,1121649,2021-12-08 18:01:17.626,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334505,amount,,,6965.00,,,,2021-03-08 15:15:45.000,,,,,false,,15500.00,,,,"118241-02","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""HUFCO010"",""SCMST_CONT_CODE"":""118241-02"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""118241"",""SCMST_CONT_AMT"":15500.0,""SCMST_DATE"":""2019-02-19T00:00:00"",""SCMST_NAME"":""118241 - Specialty Doors"",""SCMST_CONTACT_CODE"":""TM"",""SCMST_ORASEQ"":""33722157"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2019-02-26T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""281261"",""SCMST_CONT_TYPE"":""Subcontract""}}","118241-02","118241-33722157",0.00,22465.00,100.00,true,0.00,true,0.00,,22465.00,,Approved,"118241 - Specialty Doors",0.00,22465.00,6965.00,2023-03-30 14:56:02.000,16740845,THE HUFF CO INC,,1121649,2023-03-31 12:23:36.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_297411"":{""data_type"":""decimal"",""value"":null},""custom_field_300357"":{""data_type"":""decimal"",""value"":null},""custom_field_303761"":{""data_type"":""boolean"",""value"":null},""custom_field_303762"":{""data_type"":""lov_entry"",""value"":null},""custom_field_311650"":{""data_type"":""lov_entries"",""value"":[]},""custom_field_311651"":{""data_type"":""lov_entries"",""value"":[]}}",11109
6334737,amount,,,25377.24,,,,2021-03-08 15:44:23.000,,,,,true,,95643.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""555IN010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":95643.0,""SCMST_DATE"":""2020-09-14T00:00:00"",""SCMST_NAME"":""Millwork "",""SCMST_CONTACT_CODE"":""WE"",""SCMST_ORASEQ"":""44383098"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-28T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""329302"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-44383098",0.00,121020.24,83.14,true,20409.91,true,10.00,,121020.24,,Approved,Millwork ,0.00,100610.33,83695.44,2023-07-20 22:51:48.000,16751634,"555 INTERNATIONAL INC",,1124393,2023-07-21 08:27:33.286,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_297411"":{""data_type"":""decimal"",""value"":null},""custom_field_300357"":{""data_type"":""decimal"",""value"":null},""custom_field_303761"":{""data_type"":""boolean"",""value"":null},""custom_field_303762"":{""data_type"":""lov_entry"",""value"":null},""custom_field_311650"":{""data_type"":""lov_entries"",""value"":[]},""custom_field_311651"":{""data_type"":""lov_entries"",""value"":[]}}",11109
6334743,amount,,,4220.00,,,,2021-03-08 15:44:55.000,,,"<p>Furnish and install the LULA fitness lift, LPW main entry ADA lift and Belden Ave. lobby ADA lift per the Phase 1A project documents and ASI 001 project documents dated 6/30/20.</p>",,true,,95443.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""ACCEL005"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":95443.0,""SCMST_DATE"":""2020","119209-01","119209-43994406",0.00,99663.00,51.72,true,48114.78,true,10.00,,99663.00,,Approved,ADA Handicap Lifts,0.00,51548.22,51548.22,2022-04-25 14:24:37.000,16751703,ACCESS ELEVATOR INC,,1124393,2022-04-26 08:55:07.436,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334748,amount,,,123805.00,,,,2021-03-08 15:45:28.000,,,"<p>Painting and Wallcoverings at model units 912, 914 and partial corridor per Contract Documents titled Issued for  Permit dated 4/08/20.</p>",,true,,19360.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""ALLTE010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":19360.0,""SCMST_DATE"":""2020-08-05T00:00:00"",""SCMST_NAME"":""Painting and Wallcoverings (Model Units)"",""SCMST_CONTACT_CODE"":""JJ"",""SCMST_ORASEQ"":""43699327"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-19T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""326429"",""SCMST_SCOPE_DESC"":""Painting and Wallcoverings at model units 912, 914 and partial corridor per Contract Documents titled Issued for  Permit dated 4/08/20. "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43699327",1975000.00,2118165.00,574.12,true,-678773.00,true,10.00,,143165.00,,Approved,Painting and Wallcoverings (Model Units),0.00,821938.00,13950.00,2022-07-29 07:41:09.000,16746078,ALL-TECH DECORATING CO *,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334762,amount,,,6542731.53,,,,2021-03-08 15:46:43.000,,,<p>Furnish and install all plumbing scopes of work per the Phase 1A Contract Documents through including the RFI 29 and ASI 001 document issuance.</p>,,true,,64210.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""AMSME010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":64210.0,""SCMST_DATE"":""2020-09-15T00:00:00"",""SCMST_NAME"":""Plumbing"",""SCMST_CONTACT_CODE"":""RG"",""SCMST_ORASEQ"":""44449803"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-24T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""329121"",""SCMST_SCOPE_DESC"":""Furnish and install all plumbing scopes of work per the Phase 1A Contract Documents through including the RFI 29 and ASI 001 document issuance. "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-44449803",0.00,6606941.53,83.43,true,1095073.43,true,10.00,,6606941.53,,Approved,Plumbing,0.00,5511868.10,14973.75,2022-08-05 07:45:41.000,16744485,AMS MECHANICAL SYSTEMS INC *,,1124393,2022-08-06 08:42:08.063,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
